date,cases,week_mean_cases,tests,week_mean_tests,R_eff,sigma_cases,sigma_tests
2020-11-15,4611,6124.0,27080,30114.85714285714,1.04776736575784,897.3995765543908,2560.1222866201097
2020-11-16,6075,5813.428571428572,26232,30507.85714285714,1.02207260637997,1524.4155654960134,2257.3263849437603
2020-11-17,7523,5603.857142857143,29050,29677.85714285714,1.01481062470691,1574.080087685814,4040.6491143510743
2020-11-18,6434,5349.571428571428,33128,29537.85714285714,1.00248481703699,1374.6542273960965,4076.793502902265
2020-11-19,6607,5200.571428571428,31316,29172.285714285714,0.982696356884426,1303.73330501765,3846.7119434018196
2020-11-20,6465,4973.428571428572,33190,29458.285714285714,0.996979901738811,1170.6252123353154,4063.7634462329097
2020-11-21,5153,4655.142857142857,30808,28580.85714285714,0.992905292053107,1014.2516493273577,3819.0094612747585
2020-11-22,2437,4453.0,29831,29923.285714285714,0.95081770815112,1035.6641761277087,5601.524836131312
2020-11-23,4608,4446.428571428572,20422,28832.714285714286,0.924764581156258,1048.5014963056094,6222.0933021953715
2020-11-24,5743,4270.142857142857,28070,28065.85714285714,0.899382241675858,1108.5349957194378,7425.799416870337
2020-11-25,5391,4011.8571428571427,30569,27369.0,0.887461872005476,931.8170311771709,7619.080146954374
2020-11-26,5017,3751.714285714286,33318,26982.285714285714,0.891448204605911,746.1772509236116,7514.831900301957
2020-11-27,4237,3557.4285714285716,27048,26693.14285714286,0.910896463404542,540.0076341108144,7301.4017133418865
2020-11-28,3738,3465.1428571428573,40205,26925.428571428572,0.928050243270189,466.13162720153525,7334.78448134334
2020-11-29,2391,3340.5714285714284,22197,24046.571428571428,0.90251034634733,492.34797715868086,5202.499010973829
2020-11-30,3374,3294.285714285714,15054,23463.85714285714,0.867865193858922,585.8019446599225,5590.963689704293
2020-12-01,3935,3171.1428571428573,23192,23395.714285714286,0.860634617871325,643.8294868699828,5694.987187099238
2020-12-02,3570,2985.0,27862,22888.714285714286,0.849962121262532,581.4105999328578,5846.515145532318
2020-12-03,3657,2829.4285714285716,31294,21815.714285714286,0.844575181600449,548.8483675954998,5515.16474858926
2020-12-04,3591,2748.4285714285716,28674,21333.0,0.859498288418623,454.46007435601365,4760.726085078079
2020-12-05,2866,2640.5714285714284,20053,20864.428571428572,0.908057429401181,307.53576198217854,4135.492986924045
2020-12-06,2067,2607.714285714286,18118,22416.428571428572,0.897538109119182,293.6697437042961,5388.492549793836
2020-12-07,2512,2670.285714285714,14577,22857.0,0.866188371940924,205.10116966004452,5139.352238227249
2020-12-08,2632,2703.1428571428573,19643,23283.428571428572,0.844214197761846,195.30081454839177,4521.319745925735
2020-12-09,2481,2721.1428571428573,20351,23482.571428571428,0.829887840227836,193.71439106613232,4385.242161651569
2020-12-10,3090,2708.0,27915,24682.0,0.847755989269924,211.83484132691675,4511.089637137098
2020-12-11,2836,2545.1428571428573,25394,24725.0,0.871787642708417,282.10961829525394,4543.023411153162
2020-12-12,2636,2447.285714285714,30917,25585.0,0.917878301810904,283.04957379316045,5121.26368333888
2020-12-13,2505,2285.714285714286,21202,25996.85714285714,0.929537464133828,419.24616508535354,5624.690580151852
2020-12-14,2742,2121.1428571428573,17562,26538.0,0.924213638979679,515.842564180592,5310.81465367737
2020-12-15,2758,2030.4285714285713,21037,27023.0,0.924409180652928,450.3629828555302,4572.67780252603
2020-12-16,2389,2001.7142857142858,28747,28226.714285714286,0.912471081079321,407.4193046431629,3897.70231635752
2020-12-17,1950,2068.1428571428573,28216,29611.428571428572,0.891462645853119,493.8832796092119,5304.486722365803
2020-12-18,2151,2047.7142857142858,31414,29745.0,0.898049325263891,501.250069978111,5279.379563114266
2020-12-19,1505,1924.2857142857142,33800,28345.285714285714,0.911086672902733,563.171811968531,5912.258686450568
2020-12-20,1353,1875.4285714285713,24990,25577.428571428572,0.905273346736154,610.2907637565315,7122.1669426645485
2020-12-21,2107,1924.5714285714287,20957,23423.0,0.915412647296692,579.3079262960138,9005.874892059548
